SubjectID,TrialNumber,Scene,LeftCondition,RightCondition,ChosenSide,ChosenCondition,RejectedCondition,ResponseTime_sec,PresentationFPS
j3,126,landscape,landscape:duration_flicker_level2,landscape:duration_flicker_level0,RIGHT,landscape:duration_flicker_level0,landscape:duration_flicker_level2,3.9673,239.98
j3,127,attic,attic:noise_colors_level1,attic:temporal-resolution-multiplexing_level1,LEFT,attic:noise_colors_level1,attic:temporal-resolution-multiplexing_level1,8.0209,240.01
j3,128,classroom,classroom:judder_level1,classroom:dlss_rr_level2,LEFT,classroom:judder_level1,classroom:dlss_rr_level2,4.6126,240.01
j3,129,bistro_interior,bistro_interior:duration_flicker_level0,bistro_interior:temporal-resolution-multiplexing_level0,RIGHT,bistro_interior:temporal-resolution-multiplexing_level0,bistro_interior:duration_flicker_level0,5.0297,239.98
j3,130,bistro_interior,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:dlss_rr_level0,LEFT,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:dlss_rr_level0,5.0292,240.01
j3,131,bistro_exterior,bistro_exterior:motion_noise_level2,bistro_exterior:temporal-resolution-multiplexing_level0,RIGHT,bistro_exterior:temporal-resolution-multiplexing_level0,bistro_exterior:motion_noise_level2,5.3632,239.98
j3,132,marbles,marbles:duration_flicker_level1,marbles:motion_resolution_level2,LEFT,marbles:duration_flicker_level1,marbles:motion_resolution_level2,4.4507,239.77
j3,133,bistro_interior,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:motion_resolution_level0,LEFT,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:motion_resolution_level0,5.4007,239.98
j3,134,subway,subway:motion_noise_level0,subway:motion_resolution_level0,RIGHT,subway:motion_resolution_level0,subway:motion_noise_level0,4.6716,239.97
j3,135,bistro_exterior,bistro_exterior:stutter_level0,bistro_exterior:motion_noise_level0,LEFT,bistro_exterior:stutter_level0,bistro_exterior:motion_noise_level0,5.3625,240.01
j3,136,bistro_interior,bistro_interior:judder_level2,bistro_interior:temporal-resolution-multiplexing_level2,RIGHT,bistro_interior:temporal-resolution-multiplexing_level2,bistro_interior:judder_level2,7.1508,239.98
j3,137,classroom,classroom:judder_level1,classroom:judder_level0,RIGHT,classroom:judder_level0,classroom:judder_level1,6.6384,239.98
j3,138,pink_room,pink_room:temporal-resolution-multiplexing_level0,pink_room:motion_noise_level2,LEFT,pink_room:temporal-resolution-multiplexing_level0,pink_room:motion_noise_level2,6.8875,240.01
j3,139,classroom,classroom:temporal-resolution-multiplexing_level1,classroom:motion_noise_level2,LEFT,classroom:temporal-resolution-multiplexing_level1,classroom:motion_noise_level2,4.4667,240.0
j3,140,pink_room,pink_room:duration_flicker_level2,pink_room:dlss_rr_level2,RIGHT,pink_room:dlss_rr_level2,pink_room:duration_flicker_level2,8.3962,239.99
j3,141,pink_room,pink_room:judder_level2,pink_room:stutter_level0,RIGHT,pink_room:stutter_level0,pink_room:judder_level2,4.9966,239.97
j3,142,zeroday,zeroday:motion_resolution_level2,zeroday:restir_level2,RIGHT,zeroday:restir_level2,zeroday:motion_resolution_level2,5.3674,239.98
